epoch,epoch_loss,lmi_loss,eta_loss
0,3039293.579596594,"tensor(-81.7605810, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.0079897], grad_fn=<AddBackward0>)"
1,65267.221449257595,"tensor(-81.8780080, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
2,333.0162410486165,"tensor(-81.8934877, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
3,36.84309395591253,"tensor(-81.8945375, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
4,10.270061636387595,"tensor(-81.8947309, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
5,10.089359632744245,"tensor(-81.8947397, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
6,10.080350576568273,"tensor(-81.8947438, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
7,10.051100779791431,"tensor(-81.8947473, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
8,10.035975978043892,"tensor(-81.8947485, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
9,10.033767879371295,"tensor(-81.8947482, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
10,10.02728161439205,"tensor(-81.8947491, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
11,10.026751538201816,"tensor(-81.8947475, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
12,10.022743499801429,"tensor(-81.8947486, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
13,10.020961581733603,"tensor(-81.8947478, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
14,10.020074593066177,"tensor(-81.8947473, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
15,10.017801546788503,"tensor(-81.8947467, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
16,10.01680369026547,"tensor(-81.8947461, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
17,10.01562494869166,"tensor(-81.8947451, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
18,10.013908567274012,"tensor(-81.8947450, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
19,10.0125143470298,"tensor(-81.8947440, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
20,10.011823713177458,"tensor(-81.8947432, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
21,10.010162437249475,"tensor(-81.8947424, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
22,10.00935508665406,"tensor(-81.8947426, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
23,10.009175836831366,"tensor(-81.8947427, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
24,10.008251909570753,"tensor(-81.8947428, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
25,10.008046990853787,"tensor(-81.8947422, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
26,10.007105712718252,"tensor(-81.8947433, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
27,10.006950151334086,"tensor(-81.8947422, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
28,10.005832245652286,"tensor(-81.8947434, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
29,10.005582038935007,"tensor(-81.8947428, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
30,10.004483866071155,"tensor(-81.8947438, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
31,10.004283260366044,"tensor(-81.8947435, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
32,10.003450234679576,"tensor(-81.8947435, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
33,10.002314096069956,"tensor(-81.8947437, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
34,10.002663550393994,"tensor(-81.8947438, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
35,10.001422676482292,"tensor(-81.8947437, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
36,10.001097220799908,"tensor(-81.8947439, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
37,10.000480114759027,"tensor(-81.8947439, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
38,9.999505937870115,"tensor(-81.8947442, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
39,9.99885433388535,"tensor(-81.8947441, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
40,9.99823597719939,"tensor(-81.8947441, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
41,9.998415020373233,"tensor(-81.8947444, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
42,9.996769303301356,"tensor(-81.8947444, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
43,9.996945471325994,"tensor(-81.8947442, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
44,9.995485604967993,"tensor(-81.8947448, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
45,9.99510972178198,"tensor(-81.8947446, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
46,9.995261890976808,"tensor(-81.8947445, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
47,9.994095621136333,"tensor(-81.8947449, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
48,9.993000176204369,"tensor(-81.8947450, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
49,9.992798712059548,"tensor(-81.8947450, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
50,9.992587613953678,"tensor(-81.8947446, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
51,9.991452948883373,"tensor(-81.8947455, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
52,9.991110094546992,"tensor(-81.8947453, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
53,9.990837244857186,"tensor(-81.8947448, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
54,9.98945945283615,"tensor(-81.8947459, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
55,9.989397968466742,"tensor(-81.8947456, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
56,9.98828536053303,"tensor(-81.8947459, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
57,9.98814248842818,"tensor(-81.8947458, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
58,9.987065734749644,"tensor(-81.8947458, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
59,9.98647986700183,"tensor(-81.8947460, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
60,9.986076888150873,"tensor(-81.8947460, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
61,9.985617068159979,"tensor(-81.8947456, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
62,9.984350868605496,"tensor(-81.8947466, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
63,9.984155028839101,"tensor(-81.8947461, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
64,9.984026511058545,"tensor(-81.8947461, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
65,9.982439845755655,"tensor(-81.8947466, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
66,9.98279916672755,"tensor(-81.8947456, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
67,9.981732370634779,"tensor(-81.8947473, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
68,9.980813830308607,"tensor(-81.8947471, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
69,9.980338292868652,"tensor(-81.8947470, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
70,9.980247172521949,"tensor(-81.8947465, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
71,9.97843097339654,"tensor(-81.8947470, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
72,9.979505370644604,"tensor(-81.8947468, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
73,9.977911738308624,"tensor(-81.8947473, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
74,9.976786780096004,"tensor(-81.8947475, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
75,9.97660995831689,"tensor(-81.8947472, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
76,9.976356929370258,"tensor(-81.8947478, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
77,9.975099607558548,"tensor(-81.8947476, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
78,9.975284159448046,"tensor(-81.8947478, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
79,9.973926479692249,"tensor(-81.8947479, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
80,9.973662304059657,"tensor(-81.8947476, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
81,9.972662525787038,"tensor(-81.8947482, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
82,9.972561072223163,"tensor(-81.8947480, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
